Hours_Awake,Decisions_Made,Task_Switches,Avg_Decision_Time_sec,Sleep_Hours_Last_Night,Time_of_Day,Caffeine_Intake_Cups,Stress_Level_1_10,Error_Rate,Cognitive_Load_Score,Decision_Fatigue_Score,Fatigue_Level,System_Recommendation,Years_at_Company,Self_Reported_Sleep_Quality,Break_Room_Entry_Count,Water_Dispenser_Refills,Vending_Machine_Sugar_Purchases,Corporate_Gym_Entry_Mins,Peer_Collaboration_Pings,Mid_Shift_Mood_Score,Anomaly_Cohort,Decision_Density,Hydration_Ratio,Sleep_Deficit,Fatigue_Risk_Index,Experience_Group,Sleep_Group,Gym_Group,Stress_Group,Caffeine_Group,PCA_1,PCA_2,Cluster_ID,Behavioural_Archetype
9,58,15,3.06,5.8,Evening,4,1.0,0.0,3.1,40.0,Medium,Slow Down,5.9,Fair,0,9,4,0,12,5.0,Expected trend,6.444444444444445,1.8,2.2,15.31,Mid-level (3-7),Adequate Sleep,No Activity,Low,High,-0.5612152835579463,-0.6574331451504858,1,Low Engagement
12,54,17,4.44,4.1,Morning,1,1.0,0.0043999999999999,3.1,71.8,High,Take Break,7.5,Fair,2,6,2,0,13,4.0,Expected trend,4.5,3.0,3.9000000000000004,26.78,Senior (7-15),Poor Sleep,No Activity,Low,Low,1.1300943114826707,-1.2236427909429446,2,Collaborative / Balanced
5,25,8,1.28,6.0,Afternoon,1,2.1,0.0,2.4,3.9,Low,Continue,4.5,Poor,0,6,5,49,16,5.0,Expected trend,5.0,3.0,2.0,2.77,Mid-level (3-7),Adequate Sleep,High Activity,Low,Low,-2.346060509904106,-0.2439029811870986,1,Low Engagement
10,54,21,2.93,7.5,Morning,1,2.9,0.0,4.4,45.0,Medium,Slow Down,7.4,Fair,1,6,5,0,56,5.0,Expected trend,5.4,3.0,0.5,17.455,Senior (7-15),Good Sleep,No Activity,Low,Low,0.7827495044046382,2.1515226496212114,2,Collaborative / Balanced
17,80,24,3.73,4.7,Morning,4,4.9,0.1002,6.5,100.0,High,Take Break,7.8,Fair,6,10,4,72,14,5.0,Expected trend,4.705882352941177,2.0,3.3,38.184999999999995,Senior (7-15),Poor Sleep,High Activity,Medium,High,4.702327071885521,-2.6747472333726643,0,Stressed / Isolated
5,26,5,2.55,7.2,Night,1,1.0,0.0,1.6,0.0,Low,Continue,0.5,Good,3,3,5,39,19,4.0,Expected trend,5.2,1.5,0.7999999999999998,0.73,New (0-3),Good Sleep,Moderate Activity,Low,Low,-2.169641964793124,0.33631215698500727,1,Low Engagement
16,74,24,5.24,6.5,Morning,1,4.5,0.0,6.1,90.8,High,Take Break,8.9,Good,6,2,3,0,54,4.0,Expected trend,4.625,1.0,1.5,34.425,Senior (7-15),Adequate Sleep,No Activity,Medium,Low,4.276346694705157,2.00304090113304,2,Collaborative / Balanced
7,40,9,2.8,5.3,Night,2,1.0,0.0,2.2,22.9,Low,Continue,3.1,Good,0,7,5,48,10,5.0,Expected trend,5.714285714285714,2.3333333333333335,2.7,9.244999999999997,Mid-level (3-7),Adequate Sleep,High Activity,Low,Medium,-1.5825847391372811,-0.9877277479826799,1,Low Engagement
9,39,11,2.67,5.7,Evening,0,1.6,0.0,2.7,34.8,Medium,Slow Down,3.2,Good,2,7,5,0,17,4.0,Expected trend,4.333333333333333,7.0,2.3,13.579999999999998,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,-0.5981818475159043,-0.20319989765690993,1,Low Engagement
3,21,11,3.17,6.9,Evening,2,1.0,0.001,1.8,0.0,Low,Continue,2.5,Fair,2,7,3,75,9,5.0,Active high-density resilience,7.0,2.3333333333333335,1.0999999999999996,0.8300000000000001,New (0-3),Adequate Sleep,High Activity,Low,Medium,-2.3396069847519203,-0.44198890440637484,1,Low Engagement
15,84,22,2.18,5.8,Night,2,5.2,0.0252,6.8,93.7,High,Take Break,8.1,Fair,3,5,5,0,37,5.0,Expected trend,5.6,1.6666666666666667,2.2,35.894999999999996,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,3.356760352230525,0.4557676086205061,2,Collaborative / Balanced
16,64,16,3.18,3.7,Afternoon,2,2.4,0.0917999999999999,4.2,95.4,High,Take Break,6.7,Good,3,5,3,38,14,5.0,Expected trend,4.0,1.6666666666666667,4.3,35.690000000000005,Mid-level (3-7),Poor Sleep,Moderate Activity,Low,Medium,2.6787933347470543,-3.3078754221406013,0,Stressed / Isolated
14,82,23,2.77,4.8,Night,2,1.0,0.0394,4.2,97.1,High,Take Break,10.1,Excellent,3,6,4,33,18,3.0,Expected trend,5.857142857142857,2.0,3.2,35.714999999999996,Senior (7-15),Poor Sleep,Moderate Activity,Low,Medium,2.5510527152931033,-1.128341709716987,0,Stressed / Isolated
3,18,7,1.62,8.0,Morning,2,1.0,0.001,1.5,0.0,Low,Continue,2.0,Excellent,2,6,5,34,11,5.0,Active high-density resilience,6.0,2.0,0.0,0.55,New (0-3),Good Sleep,Moderate Activity,Low,Medium,-3.151876423173821,0.05201096783924128,1,Low Engagement
12,66,20,4.16,5.2,Afternoon,1,3.1,0.0,4.8,73.9,High,Take Break,7.4,Fair,1,3,4,29,46,3.0,Expected trend,5.5,1.5,2.8,28.16,Senior (7-15),Adequate Sleep,Moderate Activity,Medium,Low,2.4185612334229725,1.4544096120839194,2,Collaborative / Balanced
9,44,5,2.92,6.0,Afternoon,3,3.7,0.0,3.8,22.2,Low,Continue,0.6,Good,2,8,5,0,12,5.0,Expected trend,4.888888888888889,2.0,2.0,9.855,New (0-3),Adequate Sleep,No Activity,Medium,Medium,-0.5314810369704226,-0.24607292625275487,1,Low Engagement
7,32,11,3.64,6.7,Afternoon,1,3.5,0.0,3.6,14.9,Low,Continue,4.4,Fair,1,3,5,0,16,4.0,Expected trend,4.571428571428571,1.5,1.2999999999999998,7.069999999999999,Mid-level (3-7),Adequate Sleep,No Activity,Medium,Low,-0.5864597786896543,0.5954050958463221,1,Low Engagement
9,47,11,2.93,7.0,Morning,2,4.5,0.0,4.7,26.5,Low,Continue,3.1,Excellent,0,5,5,0,41,5.0,Expected trend,5.222222222222222,1.6666666666666667,1.0,11.539999999999997,Mid-level (3-7),Adequate Sleep,No Activity,Medium,Medium,0.12187563184927569,1.627944169271759,2,Collaborative / Balanced
13,78,31,5.13,5.9,Afternoon,4,4.5,0.0,6.6,87.9,High,Take Break,13.3,Good,4,6,3,0,48,1.0,Expected trend,6.0,1.2,2.0999999999999996,33.63,Senior (7-15),Adequate Sleep,No Activity,Medium,High,4.784834467374723,2.685880629650832,2,Collaborative / Balanced
5,19,5,1.89,6.4,Morning,4,1.0,0.0,1.4,0.0,Low,Continue,0.5,Good,1,10,5,56,12,5.0,Expected trend,3.8,2.0,1.5999999999999996,0.85,New (0-3),Adequate Sleep,High Activity,Low,High,-2.8630894026154516,-0.5206118074883395,1,Low Engagement
13,71,29,3.8,5.5,Evening,2,1.0,0.0,4.2,88.9,High,Take Break,11.1,Poor,5,5,2,0,53,5.0,Expected trend,5.461538461538462,1.6666666666666667,2.5,32.705,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,2.64802057756976,0.6749161964518486,2,Collaborative / Balanced
4,16,9,1.44,4.2,Morning,3,1.0,0.0,1.5,3.3,Low,Continue,4.1,Poor,1,10,5,0,14,5.0,Expected trend,4.0,2.5,3.8,2.465,Mid-level (3-7),Poor Sleep,No Activity,Low,Medium,-2.457820733328042,-1.3168273673196325,1,Low Engagement
2,12,3,2.29,6.5,Afternoon,1,1.1,0.0,1.1,0.0,Low,Continue,1.5,Good,0,5,5,42,14,5.0,Expected trend,6.0,2.5,1.5,0.7950000000000002,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-3.3297731535308115,-0.35129359419084244,1,Low Engagement
16,84,33,3.54,6.1,Afternoon,3,3.1,0.0,6.0,100.0,High,Take Break,17.2,Fair,6,6,4,0,42,2.0,Expected trend,5.25,1.5,1.9000000000000004,37.355000000000004,Veteran (15+),Adequate Sleep,No Activity,Medium,Medium,4.470672832287409,1.8320693453248247,2,Collaborative / Balanced
9,43,21,3.62,6.0,Evening,3,1.0,0.0,2.9,40.9,Medium,Slow Down,8.9,Poor,1,9,5,0,16,4.0,Expected trend,4.777777777777778,2.25,2.0,15.544999999999998,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,-0.09321090601419092,-0.1074621766731474,1,Low Engagement
9,60,18,1.8,6.2,Afternoon,3,3.3,0.0,4.7,44.4,Medium,Slow Down,5.7,Poor,2,8,5,0,41,4.0,Expected trend,6.666666666666667,2.0,1.7999999999999998,17.665,Mid-level (3-7),Adequate Sleep,No Activity,Medium,Medium,0.856944599789049,1.3600054198247964,2,Collaborative / Balanced
6,22,4,2.37,6.3,Night,2,2.0,0.0,2.1,0.0,Low,Continue,1.5,Good,0,8,4,33,15,5.0,Expected trend,3.6666666666666665,2.6666666666666665,1.7000000000000002,1.2600000000000002,New (0-3),Adequate Sleep,Moderate Activity,Low,Medium,-2.4024779920037065,-0.2121861555216221,1,Low Engagement
11,51,9,2.31,6.0,Afternoon,2,2.8,0.0,3.6,40.5,Medium,Slow Down,0.9,Poor,1,10,5,0,17,5.0,Expected trend,4.636363636363637,3.3333333333333335,2.0,15.995,New (0-3),Adequate Sleep,No Activity,Low,Medium,-0.3397641593034774,-0.16102272973125434,1,Low Engagement
1,5,0,1.43,7.9,Night,1,1.0,0.0,0.8,0.0,Low,Continue,0.5,Good,2,7,5,55,14,5.0,Expected trend,5.0,3.5,0.09999999999999964,0.42999999999999994,New (0-3),Good Sleep,High Activity,Low,Low,-3.9186729906874347,0.08376211197276132,1,Low Engagement
4,17,11,2.61,6.3,Evening,2,1.0,0.0,1.7,0.0,Low,Continue,3.2,Good,1,10,5,32,16,5.0,Expected trend,4.25,3.3333333333333335,1.7000000000000002,0.9300000000000002,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,Medium,-2.4088378642588895,-0.3462971801564835,1,Low Engagement
13,54,14,3.71,7.8,Evening,2,2.7,0.0,3.9,45.2,Medium,Slow Down,7.0,Excellent,1,6,4,0,56,3.0,Expected trend,4.153846153846154,2.0,0.20000000000000018,17.315,Mid-level (3-7),Good Sleep,No Activity,Low,Medium,1.091195752127339,2.8283770323694752,2,Collaborative / Balanced
13,63,20,2.46,7.2,Evening,3,2.3,0.0,4.3,58.1,Medium,Slow Down,7.2,Fair,5,7,3,0,58,5.0,Expected trend,4.846153846153846,1.75,0.7999999999999998,21.93,Senior (7-15),Good Sleep,No Activity,Low,Medium,1.5547371469329763,1.7809192480777898,2,Collaborative / Balanced
13,64,22,3.9,5.4,Night,5,2.3,0.001,4.4,70.0,High,Take Break,8.6,Poor,6,9,4,0,35,4.8,Night peer-support buffer,4.923076923076923,1.5,2.5999999999999996,26.474999999999998,Senior (7-15),Adequate Sleep,No Activity,Low,High,2.310466640449977,0.10747520479355364,2,Collaborative / Balanced
2,7,0,3.26,6.3,Night,2,1.0,0.0,0.8,0.0,Low,Continue,0.5,Good,2,8,3,45,18,5.0,Expected trend,3.5,2.6666666666666665,1.7000000000000002,0.7500000000000001,New (0-3),Adequate Sleep,Moderate Activity,Low,Medium,-3.034733861375814,-0.41566803562698196,1,Low Engagement
9,46,19,2.72,6.1,Morning,0,1.0,0.0,2.9,45.3,Medium,Slow Down,10.2,Excellent,0,2,5,0,24,4.0,Expected trend,5.111111111111111,2.0,1.9000000000000004,17.064999999999994,Senior (7-15),Adequate Sleep,No Activity,Low,Low,-0.3366715577791076,0.2853479235684269,1,Low Engagement
8,35,17,4.73,4.9,Evening,1,1.3,0.0,2.7,38.2,Medium,Slow Down,6.3,Poor,3,2,3,0,11,4.0,Expected trend,4.375,1.0,3.0999999999999996,14.854999999999999,Mid-level (3-7),Poor Sleep,No Activity,Low,Low,0.1774266049532607,-0.8353869761035388,1,Low Engagement
7,24,7,2.18,5.5,Evening,1,1.0,0.0,1.7,13.6,Low,Continue,5.5,Fair,2,7,5,0,11,4.0,Expected trend,3.4285714285714284,3.5,2.5,5.85,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,-1.8327499579651019,-0.6508777780920194,1,Low Engagement
4,16,10,2.07,7.4,Afternoon,1,1.0,0.0,1.6,0.0,Low,Continue,5.2,Excellent,0,6,5,53,13,5.0,Expected trend,4.0,3.0,0.5999999999999996,0.69,Mid-level (3-7),Good Sleep,High Activity,Low,Low,-2.9734670652259285,0.021180858075494798,1,Low Engagement
3,13,6,1.22,6.2,Afternoon,2,1.0,0.0,1.3,0.0,Low,Continue,3.1,Good,2,8,5,47,15,5.0,Expected trend,4.333333333333333,2.6666666666666665,1.7999999999999998,0.87,Mid-level (3-7),Adequate Sleep,High Activity,Low,Medium,-3.041744383557069,-0.5211512899976574,1,Low Engagement
6,23,4,1.95,7.2,Afternoon,4,1.0,0.0,1.5,0.0,Low,Continue,2.2,Fair,1,10,5,52,18,4.0,Expected trend,3.8333333333333335,2.0,0.7999999999999998,0.71,New (0-3),Good Sleep,High Activity,Low,High,-2.6063899770973324,0.37689530014159284,1,Low Engagement
12,56,12,3.45,5.4,Morning,3,5.0,0.0,5.3,51.9,Medium,Slow Down,5.4,Good,0,10,4,0,36,5.0,Expected trend,4.666666666666667,2.5,2.5999999999999996,20.994999999999997,Mid-level (3-7),Adequate Sleep,No Activity,Medium,Medium,1.332427107817898,0.8281602831815661,2,Collaborative / Balanced
12,66,20,4.34,5.8,Afternoon,0,2.7,0.0,4.6,71.4,High,Take Break,5.1,Poor,1,2,4,0,45,5.0,Expected trend,5.5,2.0,2.2,27.025000000000002,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,1.8260302738088436,0.9303912624050374,2,Collaborative / Balanced
8,36,12,2.7,5.7,Morning,0,3.0,0.0,3.5,30.1,Low,Slow Down,4.4,Poor,0,5,5,0,17,5.0,Expected trend,4.5,5.0,2.3,12.445,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,-0.7220609282874145,-0.16428660786682056,1,Low Engagement
1,7,1,3.62,6.8,Morning,3,1.0,0.001,0.9,0.0,Low,Continue,1.7,Good,1,7,4,44,14,4.0,Active high-density resilience,7.0,1.75,1.2000000000000002,0.6700000000000002,New (0-3),Adequate Sleep,Moderate Activity,Low,Medium,-3.030466899966819,0.0012924955851913028,1,Low Engagement
4,21,7,2.66,5.0,Morning,2,1.3,0.0,1.7,1.2,Low,Continue,2.7,Poor,2,8,5,68,23,4.0,Expected trend,5.25,2.6666666666666665,3.0,1.685,New (0-3),Poor Sleep,High Activity,Low,Medium,-1.800581507837808,-0.2931353693049675,1,Low Engagement
11,65,21,2.95,6.3,Evening,2,1.8,0.0,4.1,59.7,Medium,Slow Down,6.3,Fair,1,7,5,0,40,5.0,Expected trend,5.909090909090909,2.3333333333333335,1.7000000000000002,22.505,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,0.891884216628484,0.7989240319390616,2,Collaborative / Balanced
3,14,6,3.51,5.5,Morning,2,1.0,0.0,1.3,0.0,Low,Continue,2.3,Poor,4,7,3,79,18,5.0,Expected trend,4.666666666666667,2.3333333333333335,2.5,1.01,New (0-3),Adequate Sleep,High Activity,Low,Medium,-2.060280302500555,-0.7831850287945951,1,Low Engagement
13,72,22,4.65,6.7,Afternoon,2,5.2,0.0,6.4,70.6,High,Take Break,11.4,Fair,4,5,2,0,44,4.0,Expected trend,5.538461538461538,1.6666666666666667,1.2999999999999998,27.55,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,3.363295123989186,1.934477046038015,2,Collaborative / Balanced
17,84,18,4.749499999999999,5.6,Night,1,6.3,0.01188,7.2,100.0,High,Take Break,9.1,Excellent,4,4,4,0,37,4.0,Veteran stress resilience,4.9411764705882355,2.0,2.4000000000000004,38.495,Senior (7-15),Adequate Sleep,No Activity,Medium,Low,4.557695215853245,1.0788797276877302,2,Collaborative / Balanced
10,48,15,1.63,7.9,Afternoon,4,4.3,0.0,4.8,26.8,Low,Continue,5.9,Excellent,3,10,5,0,49,4.0,Expected trend,4.8,2.0,0.09999999999999964,11.434999999999999,Mid-level (3-7),Good Sleep,No Activity,Medium,High,0.5573999852121924,2.5015548451463894,2,Collaborative / Balanced
12,72,20,3.25,5.6,Night,2,1.4,0.0,4.0,72.6,High,Take Break,9.4,Excellent,0,8,5,0,51,3.0,Expected trend,6.0,2.6666666666666665,2.4000000000000004,27.04,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,1.6623514359936986,1.5673377649407647,2,Collaborative / Balanced
15,83,21,4.3,5.1,Afternoon,6,2.9,0.0543999999999999,5.3,89.0,High,Take Break,7.9,Good,8,10,3,0,9,5.0,Expected trend,5.533333333333333,1.4285714285714286,2.9000000000000004,33.515,Senior (7-15),Adequate Sleep,No Activity,Low,High,3.6135684274396134,-2.229620069474473,0,Stressed / Isolated
10,55,17,2.29,6.3,Morning,2,2.9,0.0,4.3,46.4,Medium,Slow Down,4.2,Good,1,7,5,0,39,5.0,Expected trend,5.5,2.3333333333333335,1.7000000000000002,18.165,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,0.44408581727263785,0.9417947799522927,2,Collaborative / Balanced
14,82,21,3.82,6.9,Evening,3,5.1,0.0,6.6,75.6,High,Take Break,7.0,Poor,3,7,4,0,38,5.0,Expected trend,5.857142857142857,1.75,1.0999999999999996,29.274999999999995,Mid-level (3-7),Adequate Sleep,No Activity,Medium,Medium,2.9838983121080287,1.4677580949536946,2,Collaborative / Balanced
13,69,21,3.81,4.8,Afternoon,3,1.0,0.0,3.7,80.8,High,Take Break,10.7,Poor,2,7,4,0,9,5.0,Expected trend,5.3076923076923075,1.75,3.2,29.909999999999997,Senior (7-15),Poor Sleep,No Activity,Low,Medium,1.2491117565062044,-1.3038061257305504,2,Collaborative / Balanced
5,29,5,2.46,6.6,Evening,2,3.8,0.0,3.4,0.0,Low,Continue,1.6,Excellent,4,7,5,0,22,5.0,Expected trend,5.8,2.3333333333333335,1.4000000000000004,1.91,New (0-3),Adequate Sleep,No Activity,Medium,Medium,-1.17013238379254,0.35627464387861685,1,Low Engagement
6,19,9,3.04,7.7,Evening,3,1.0,0.0,1.6,0.0,Low,Continue,3.2,Fair,0,8,3,30,13,4.0,Expected trend,3.1666666666666665,2.0,0.2999999999999998,0.63,Mid-level (3-7),Good Sleep,Moderate Activity,Low,Medium,-2.4508534197075416,0.4621586410997723,1,Low Engagement
2,9,3,1.68,8.1,Morning,3,1.8,0.0,1.5,0.0,Low,Continue,0.8,Excellent,1,7,5,76,12,5.0,Expected trend,4.5,1.75,0.0,0.75,New (0-3),Good Sleep,High Activity,Low,Medium,-3.4922401027619094,0.30577105932032084,1,Low Engagement
17,91,25,2.64,4.9,Night,1,2.2,0.0581999999999999,5.3,100.0,High,Take Break,12.9,Fair,6,7,4,55,20,4.0,Expected trend,5.352941176470588,3.5,3.0999999999999996,37.23,Senior (7-15),Poor Sleep,High Activity,Low,Low,3.781094337864857,-1.62985171196623,0,Stressed / Isolated
4,19,7,2.06,8.0,Afternoon,1,1.7,0.0,1.9,0.0,Low,Continue,5.2,Poor,1,7,5,65,13,4.0,Expected trend,4.75,3.5,0.0,0.8049999999999999,Mid-level (3-7),Good Sleep,High Activity,Low,Low,-2.657496863989827,0.6568972291380005,1,Low Engagement
14,78,22,5.63,5.6,Afternoon,5,3.2,0.0,5.4,80.8,High,Take Break,12.1,Good,6,9,2,23,36,2.0,Expected trend,5.571428571428571,1.5,2.4000000000000004,30.639999999999997,Senior (7-15),Adequate Sleep,Moderate Activity,Medium,High,3.989280884974335,1.3456185730522834,2,Collaborative / Balanced
10,49,13,3.86,7.4,Afternoon,4,1.0,0.0,2.7,27.9,Low,Continue,5.0,Excellent,0,8,3,0,15,4.0,Expected trend,4.9,1.6,0.5999999999999996,10.674999999999999,Mid-level (3-7),Good Sleep,No Activity,Low,High,-0.7615178354127345,0.43661195147390186,1,Low Engagement
3,15,3,2.1,5.5,Evening,1,1.0,0.0,1.2,0.0,Low,Continue,1.6,Fair,2,6,5,44,17,5.0,Expected trend,5.0,3.0,2.5,0.99,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-2.793798268388032,-0.7504101186994465,1,Low Engagement
3,21,3,2.6,7.8,Evening,1,1.0,0.0,1.4,0.0,Low,Continue,0.5,Excellent,1,4,4,52,9,5.0,Expected trend,7.0,2.0,0.20000000000000018,0.5700000000000001,New (0-3),Good Sleep,High Activity,Low,Low,-3.180720458669672,-0.07090906657291787,1,Low Engagement
15,68,34,3.74,5.2,Evening,2,2.2,0.0,5.0,100.0,High,Take Break,15.8,Poor,6,4,4,0,35,1.0,Expected trend,4.533333333333333,1.3333333333333333,2.8,37.11,Veteran (15+),Adequate Sleep,No Activity,Low,Medium,4.128860189778096,1.3305395004401974,2,Collaborative / Balanced
6,26,11,2.46,5.9,Morning,1,3.9,0.0,3.7,12.9,Low,Continue,2.6,Poor,1,4,5,0,13,5.0,Expected trend,4.333333333333333,2.0,2.0999999999999996,6.6499999999999995,New (0-3),Adequate Sleep,No Activity,Medium,Low,-1.048834221721927,-0.11131513574578365,1,Low Engagement
17,95,28,3.94,5.3,Afternoon,0,3.9,0.0725999999999999,6.6,100.0,High,Take Break,11.5,Fair,3,2,5,0,18,4.0,Expected trend,5.588235294117647,2.0,2.7,37.835,Senior (7-15),Adequate Sleep,No Activity,Medium,Low,4.514588360912285,-1.3521978302773954,0,Stressed / Isolated
12,67,17,3.56,5.6,Evening,1,1.0,0.0,3.5,67.3,High,Take Break,5.2,Fair,1,5,3,0,13,5.0,Expected trend,5.583333333333333,2.5,2.4000000000000004,24.984999999999996,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,0.5312469113005801,-0.772646605799594,2,Collaborative / Balanced
11,42,11,1.97,7.8,Afternoon,3,4.8,0.0,4.7,25.7,Low,Continue,3.5,Excellent,2,7,5,21,45,4.0,Expected trend,3.8181818181818183,1.75,0.20000000000000018,11.174999999999997,Mid-level (3-7),Good Sleep,Moderate Activity,Medium,Medium,0.3637097306648875,2.3937264681867116,2,Collaborative / Balanced
4,19,5,2.51,7.3,Afternoon,1,1.0,0.0,1.4,0.0,Low,Continue,0.7,Good,0,7,5,46,16,5.0,Expected trend,4.75,3.5,0.7000000000000002,0.67,New (0-3),Good Sleep,High Activity,Low,Low,-3.0124809132770762,0.06197773849821016,1,Low Engagement
6,27,3,2.56,4.8,Afternoon,0,4.5,0.0,3.7,12.6,Low,Continue,0.5,Poor,0,6,5,25,18,5.0,Expected trend,4.5,6.0,3.2,6.914999999999999,New (0-3),Poor Sleep,Moderate Activity,Medium,Low,-1.0938120300629361,-0.2666382122944842,1,Low Engagement
1,8,2,1.71,6.7,Afternoon,1,1.0,0.0,0.9,0.0,Low,Continue,0.5,Good,0,6,5,0,8,5.0,Expected trend,8.0,3.0,1.2999999999999998,0.69,New (0-3),Adequate Sleep,No Activity,Low,Low,-3.8227129478878203,-0.5390540638422889,1,Low Engagement
16,67,20,4.37,7.9,Morning,4,3.9,0.0,5.4,66.2,High,Take Break,7.2,Excellent,4,7,1,0,45,4.0,Expected trend,4.1875,1.4,0.09999999999999964,25.245,Senior (7-15),Good Sleep,No Activity,Medium,High,2.6732597905524536,2.200513085817043,2,Collaborative / Balanced
15,68,14,4.38,5.6,Evening,2,2.9,0.0,4.5,75.4,High,Take Break,6.9,Poor,3,7,2,0,53,5.0,Expected trend,4.533333333333333,2.3333333333333335,2.4000000000000004,28.495,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,2.2900046265300413,1.0485832618401574,2,Collaborative / Balanced
17,74,22,3.94,4.6,Morning,2,3.6,0.0931999999999999,5.5,100.0,High,Take Break,7.1,Poor,6,7,3,54,14,5.0,Expected trend,4.352941176470588,2.3333333333333335,3.4000000000000004,37.68,Senior (7-15),Poor Sleep,High Activity,Medium,Medium,4.094801626784047,-2.8355494478829675,0,Stressed / Isolated
8,45,14,3.53,5.9,Afternoon,3,1.0,0.0,2.6,30.1,Low,Slow Down,5.9,Fair,3,6,4,0,11,4.0,Expected trend,5.625,1.5,2.0999999999999996,11.725,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,-0.42881578458747877,-0.4797521382185187,1,Low Engagement
12,59,11,2.74,5.6,Afternoon,1,5.1,0.0,5.4,54.9,Medium,Slow Down,6.2,Poor,1,4,5,0,40,4.0,Expected trend,4.916666666666667,2.0,2.4000000000000004,22.05,Mid-level (3-7),Adequate Sleep,No Activity,Medium,Low,1.562927556302546,1.364853149120712,2,Collaborative / Balanced
10,54,17,2.11,7.1,Night,3,5.3,0.0,5.7,38.9,Medium,Slow Down,6.0,Good,3,10,5,0,42,3.0,Expected trend,5.4,2.5,0.9000000000000004,16.259999999999998,Mid-level (3-7),Good Sleep,No Activity,Medium,Medium,1.571304713115607,2.4129465965240886,2,Collaborative / Balanced
15,71,23,2.14,4.5,Evening,3,1.6,0.0684,4.3,95.8,High,Take Break,8.1,Poor,3,7,4,50,19,5.0,Expected trend,4.733333333333333,1.75,3.5,35.489999999999995,Senior (7-15),Poor Sleep,High Activity,Low,Medium,2.357683041190523,-2.3721283832803635,0,Stressed / Isolated
9,39,11,3.29,5.5,Morning,2,1.0,0.0,2.3,31.6,Low,Slow Down,4.1,Fair,0,5,3,81,13,5.0,Expected trend,4.333333333333333,1.6666666666666667,2.5,12.27,Mid-level (3-7),Adequate Sleep,High Activity,Low,Medium,-1.1293894225809034,-0.7900920906879357,1,Low Engagement
2,7,0,2.75,7.5,Afternoon,0,1.0,0.0,0.8,0.0,Low,Continue,1.8,Good,2,5,5,0,20,5.0,Expected trend,3.5,5.0,0.5,0.51,New (0-3),Good Sleep,No Activity,Low,Low,-3.3409472432322467,0.15787995474660171,1,Low Engagement
5,21,7,1.35,5.6,Morning,2,3.5,0.0,3.1,1.3,Low,Continue,3.1,Good,2,10,5,0,12,4.0,Expected trend,4.2,3.3333333333333335,2.4000000000000004,2.43,Mid-level (3-7),Adequate Sleep,No Activity,Medium,Medium,-1.5992628442498649,-0.08355461979797915,1,Low Engagement
6,24,4,3.42,7.4,Afternoon,0,1.0,0.0,1.5,0.0,Low,Continue,0.8,Poor,4,3,4,33,8,5.0,Expected trend,4.0,3.0,0.5999999999999996,0.6699999999999999,New (0-3),Good Sleep,Moderate Activity,Low,Low,-2.225850287194803,-0.4193294159197225,1,Low Engagement
7,33,7,4.26,5.3,Evening,0,1.0,0.0,1.9,20.8,Low,Continue,3.5,Poor,0,4,2,46,16,5.0,Expected trend,4.714285714285714,4.0,2.7,8.45,Mid-level (3-7),Adequate Sleep,High Activity,Low,Low,-1.4119575684964856,-0.7689130480876969,1,Low Engagement
1,10,3,2.26,7.6,Morning,0,1.0,0.0,1.0,0.0,Low,Continue,0.5,Good,0,2,5,59,9,5.0,Expected trend,10.0,2.0,0.40000000000000036,0.53,New (0-3),Good Sleep,High Activity,Low,Low,-3.741687884899412,-0.11822185937929347,1,Low Engagement
7,36,15,2.83,8.0,Afternoon,0,2.4,0.0,3.3,16.2,Low,Continue,7.0,Good,0,3,5,0,15,3.0,Expected trend,5.142857142857143,3.0,0.0,6.929999999999999,Mid-level (3-7),Good Sleep,No Activity,Low,Low,-0.9918159821916376,1.3037706531204123,1,Low Engagement
12,46,11,2.58,3.7,Afternoon,1,1.6,0.0121999999999999,2.9,62.2,Medium,Take Break,5.0,Excellent,2,7,3,0,17,5.0,Expected trend,3.8333333333333335,3.5,4.3,23.609999999999996,Mid-level (3-7),Poor Sleep,No Activity,Low,Low,0.2874622774478749,-1.6535805118757683,1,Low Engagement
